index,SOURCEID,shortname,A/S/C,RA_deg,DE_deg,J_mag,H_mag,K_mag,SpT,Stetson_JHK,range_J,range_H,range_K,vanilla_period_J,vanilla_per_amp_J,vanilla_per_fap_J,vanilla_period_H,vanilla_per_amp_H,vanilla_per_fap_H,vanilla_period_K,vanilla_per_amp_K,vanilla_per_fap_K,poly2_period_J,poly2_per_amp_J,poly2_per_fap_J,poly2_period_H,poly2_per_amp_H,poly2_per_fap_H,poly2_period_K,poly2_per_amp_K,poly2_per_fap_K,poly4_period_J,poly4_per_amp_J,poly4_per_fap_J,poly4_period_H,poly4_per_amp_H,poly4_per_fap_H,poly4_period_K,poly4_per_amp_K,poly4_per_fap_K,Periodic?,Period,Amp,Method,Best Band
80,4.49898E+13,ic_080C_M5.2_Q2,C,56.04675218,32.13782731,12.76279163,12.13785076,11.71096039,5.25,1.251483793,0.025705147,0.03253212,0.028926277,0.13,7.17E-03,6.27E-03,0.71,1.19E-02,1.80E-06,0.71,1.07E-02,2.71E-03,0.13,7.42E-03,2.86E-03,0.71,1.02E-02,2.14E-04,0.71,8.53E-03,8.41E-03,0.13,7.61E-03,1.16E-03,0.71,1.04E-02,6.08E-05,0.71,8.43E-03,9.21E-03,,,,,
81,4.49898E+13,ic_081C_M0.0_Q2,C,56.04689469,32.1033604,12.38035583,11.54070282,11.18559456,0,1.359137442,0.030319786,0.029569817,0.028801155,1.11,1.16E-02,1.97E-03,0.25,9.90E-03,2.28E-02,0.48,1.15E-02,1.54E-06,1.11,1.15E-02,2.16E-02,0.20,9.37E-03,7.74E-02,0.48,1.00E-02,3.62E-04,1.11,1.09E-02,5.12E-02,0.06,9.46E-03,3.84E-02,0.48,9.97E-03,2.81E-04,,,,,
82,4.49898E+13,ic_082C_M6.0_Q2,C,56.04700018,32.34741256,15.85989952,15.16203403,14.61862755,6,0.17870864,0.025794601,0.026379585,0.030077744,0.09,8.30E-03,5.29E-04,0.04,6.96E-03,2.01E-01,0.32,9.10E-03,2.25E-03,0.09,8.01E-03,3.49E-03,0.07,7.95E-03,1.80E-01,0.14,8.48E-03,6.49E-03,0.09,8.46E-03,3.12E-04,0.42,7.48E-03,1.96E-01,0.14,8.10E-03,2.09E-02,,,,,
83,4.49898E+13,ic_083A_M3.0_Q0,A,56.04767032,32.32783365,12.45966148,11.71946049,11.38070774,3,2.431229619,0.048129272,0.041984558,0.038512421,0.77,1.89E-02,2.55E-10,3.31,2.02E-02,3.14E-19,0.77,1.39E-02,9.97E-09,0.77,1.68E-02,1.52E-10,3.31,1.76E-02,5.94E-15,0.77,1.30E-02,4.44E-09,0.77,1.59E-02,6.96E-09,3.31,1.75E-02,5.28E-15,0.77,1.30E-02,4.24E-09,,,,,
84,4.49898E+13,ic_084C_M8.2_Q2,C,56.0479463,32.302666,15.87110138,15.08717728,14.4139967,8.25,0.323749007,0.029072762,0.025194168,0.028217697,0.05,7.66E-03,3.89E-02,0.05,6.63E-03,1.51E-01,0.14,8.59E-03,7.87E-04,0.04,9.05E-03,4.23E-03,0.05,5.99E-03,3.73E-01,0.14,6.53E-03,5.97E-02,0.04,8.96E-03,4.29E-03,0.05,5.98E-03,3.85E-01,0.14,6.57E-03,3.71E-02,,,,,
85,4.49898E+13,ic_085C_M5.5_Q2,C,56.05317405,32.18201496,14.58370304,13.97365856,13.52859306,5.5,2.164918588,0.032283592,0.045625496,0.032658577,1.33,1.38E-02,1.13E-11,1.33,2.08E-02,8.96E-15,1.33,1.56E-02,2.37E-11,1.33,1.30E-02,2.87E-07,1.33,2.03E-02,6.86E-14,1.33,1.52E-02,2.59E-10,1.33,1.29E-02,1.93E-07,1.33,2.03E-02,4.03E-14,1.33,1.52E-02,1.46E-10,,,,,
86,4.49898E+13,ic_086C_M5.2_Q2,C,56.05406739,32.22099258,14.38621807,13.63769627,13.12565804,5.25,3.575568305,0.056154633,0.054912567,0.062754822,0.05,2.36E-02,4.57E-02,0.07,1.90E-02,2.63E-02,0.06,1.81E-02,7.40E-02,2.29,2.16E-02,8.06E-02,0.04,1.82E-02,7.19E-02,0.06,1.66E-02,1.50E-01,2.29,2.16E-02,8.07E-02,0.04,1.81E-02,6.31E-02,0.06,1.68E-02,1.10E-01,,,,,
87,4.49898E+13,ic_087C_M5.8_Q2,C,56.05654447,32.2567288,14.65639591,14.0490799,13.58307457,5.75,0.865941455,0.023990822,0.024939537,0.023084068,98.04,9.08E-03,5.11E-03,0.50,7.41E-03,7.84E-03,0.99,8.53E-03,4.44E-04,0.06,5.54E-03,1.67E-01,1.99,9.31E-03,6.69E-03,1.98,6.84E-03,1.60E-02,0.06,5.60E-03,9.10E-02,1.99,8.44E-03,1.10E-02,1.98,6.16E-03,5.68E-03,,,,,
88,4.49898E+13,ic_088C_M3.0_Q2,C,56.05672307,32.26507932,13.17496777,12.02934647,11.47410011,3,5.604501825,0.066971588,0.074813843,0.068569946,14.29,3.73E-02,4.68E-23,14.31,4.08E-02,9.09E-33,14.31,3.51E-02,3.61E-27,14.31,3.47E-02,1.47E-26,14.33,3.89E-02,2.49E-24,14.35,3.36E-02,1.52E-25,14.29,3.37E-02,2.30E-25,14.41,3.66E-02,1.24E-22,14.39,3.30E-02,3.41E-25,,,,,
89,4.49898E+13,ic_089C_M5.5_Q2,C,56.05774838,31.94829368,15.53949165,14.03425121,13.01624584,5.5,1.716778315,0.040045357,0.035621643,0.031030846,0.64,1.53E-02,3.68E-04,0.64,1.69E-02,5.33E-14,0.64,1.49E-02,4.81E-12,1.75,1.39E-02,1.59E-05,0.64,1.61E-02,1.01E-15,0.64,1.37E-02,3.21E-10,0.64,1.33E-02,8.32E-05,0.64,1.60E-02,4.17E-16,0.64,1.37E-02,3.41E-10,,,,,
90,4.49898E+13,ic_090C_M9.0_Q2,C,56.06214838,32.22872436,18.13042068,17.19667053,16.35327148,9,0.182778163,0.211039734,0.140987396,0.134677887,0.04,5.75E-02,4.12E-02,0.11,4.33E-02,7.76E-03,0.14,3.90E-02,3.55E-02,0.05,6.75E-02,3.84E-02,9.26,4.02E-02,1.45E-01,0.09,4.12E-02,4.43E-02,0.05,6.78E-02,2.48E-02,9.25,4.03E-02,1.52E-01,0.09,3.96E-02,7.10E-02,,,,,
91,4.49898E+13,ic_091C_M5.0_Q2,C,56.06344413,32.3283866,14.1344099,13.2923069,12.74582767,5,0.692940695,0.024573517,0.024924278,0.021373177,94.34,7.52E-03,5.99E-03,2.14,6.05E-03,9.88E-02,0.05,7.67E-03,1.67E-03,0.33,8.07E-03,9.63E-03,1.87,6.30E-03,1.05E-03,0.05,6.83E-03,5.14E-03,0.33,8.44E-03,1.98E-03,1.87,6.31E-03,9.78E-04,0.65,6.21E-03,4.45E-02,,,,,
92,4.49898E+13,ic_092C_M9.0_Q2,C,56.06446262,32.32309174,17.78987312,16.84814835,16.04380798,9,-0.043858863,0.127998734,0.070257187,0.081421661,0.06,3.31E-02,6.22E-03,0.05,1.82E-02,1.45E-01,0.06,2.15E-02,6.20E-02,0.38,3.65E-02,1.41E-02,0.04,1.85E-02,4.63E-01,0.07,2.17E-02,1.99E-01,0.38,3.65E-02,1.32E-02,0.09,1.77E-02,4.03E-01,0.07,2.12E-02,2.61E-01,,,,,
93,4.49898E+13,ic_093C_M7.5_Q2,C,56.06489418,32.1560511,14.5722208,13.91576385,13.33569717,7.5,0.875012766,0.023339653,0.030468369,0.019968414,0.09,6.51E-03,2.63E-02,0.36,8.76E-03,2.14E-02,1.29,6.51E-03,1.68E-02,0.09,7.33E-03,1.69E-02,0.56,9.60E-03,2.16E-02,0.09,5.98E-03,9.05E-02,0.09,7.23E-03,2.10E-02,0.56,9.27E-03,4.01E-02,0.09,5.96E-03,1.02E-01,,,,,
94,4.49898E+13,ic_094C_M5.2_Q2,C,56.06598451,31.99355444,14.03113556,13.38968468,12.88356781,5.25,0.632799336,0.021217346,0.01801815,0.027538872,0.27,6.76E-03,4.22E-02,0.05,6.41E-03,7.92E-03,0.05,7.77E-03,7.09E-02,0.05,7.13E-03,2.57E-01,0.08,5.53E-03,4.91E-02,0.05,6.53E-03,2.23E-01,0.05,7.26E-03,1.78E-01,0.08,5.43E-03,6.42E-02,0.09,6.67E-03,1.68E-01,,,,,
95,4.49898E+13,ic_095C_M4.0_Q2,C,56.06614535,32.3109926,13.95934582,13.35076904,13.01514053,4,0.210092734,0.015345764,0.017044067,0.017050171,0.04,5.35E-03,4.81E-02,0.05,5.00E-03,5.89E-02,0.50,7.35E-03,1.09E-03,0.20,4.94E-03,7.56E-03,0.04,4.99E-03,5.55E-03,0.50,8.07E-03,8.04E-02,0.20,5.00E-03,5.47E-03,0.04,4.65E-03,4.50E-03,0.05,4.44E-03,1.06E-01,,,,,
96,4.49898E+13,ic_096C_M9.0_Q2,C,56.06743569,32.09472083,17.72827721,16.86886024,16.06721878,9,0.423039555,0.108712769,0.083273315,0.078372574,0.11,3.11E-02,5.56E-02,0.09,2.21E-02,1.65E-01,0.11,2.23E-02,3.92E-02,0.06,3.10E-02,2.57E-01,0.17,2.29E-02,1.13E-01,0.06,2.24E-02,9.85E-02,0.05,3.15E-02,1.06E-01,0.17,2.28E-02,5.11E-02,0.05,2.43E-02,1.27E-01,,,,,
97,4.49898E+13,ic_097C_M5.0_Q2,C,56.07033987,32.30482015,13.58427143,12.86639404,12.3999958,5,0.42368214,0.021122169,0.01626873,0.017834473,0.97,6.21E-03,2.67E-03,0.49,5.31E-03,4.17E-03,0.05,5.60E-03,1.09E-03,0.97,6.06E-03,6.17E-03,0.96,4.71E-03,7.00E-03,0.05,5.47E-03,6.36E-03,0.97,5.94E-03,9.50E-03,0.96,4.79E-03,4.60E-03,0.06,4.83E-03,1.73E-02,,,,,
98,4.49898E+13,ic_098C_M8.0_Q2,C,56.07192395,32.00424563,14.93307686,14.30508327,13.71545601,8,0.37612561,0.014591026,0.020105934,0.023162651,0.09,5.24E-03,6.24E-04,0.05,6.14E-03,1.93E-02,0.50,8.50E-03,4.21E-03,0.09,4.77E-03,1.77E-02,0.46,5.93E-03,4.17E-02,0.07,5.66E-03,1.63E-01,0.09,4.53E-03,3.30E-02,0.32,5.96E-03,7.81E-03,0.07,5.64E-03,1.65E-01,,,,,
99,4.49898E+13,ic_099C_M5.2_Q2,C,56.07404046,32.07990173,13.13921356,12.35705757,11.86196709,5.25,2.378006999,0.034677315,0.037702751,0.035129642,0.87,1.59E-02,3.35E-10,0.87,1.54E-02,5.88E-07,0.87,1.52E-02,2.26E-08,0.87,1.72E-02,1.54E-10,0.87,1.55E-02,2.39E-05,0.87,1.60E-02,7.05E-08,0.87,1.73E-02,1.68E-11,0.87,1.54E-02,1.92E-05,0.87,1.62E-02,2.39E-08,,,,,
100,4.49898E+13,ic_100C_M2.5_Q2,C,56.07462681,32.20563487,12.08461571,11.36505795,11.03602219,2.5,3.121765935,0.040663338,0.057972527,0.058083344,4.39,1.35E-02,1.25E-04,4.40,2.42E-02,1.02E-06,4.40,2.41E-02,3.86E-08,0.81,1.47E-02,1.60E-04,0.81,2.63E-02,7.02E-08,4.38,2.14E-02,1.19E-07,4.40,1.41E-02,8.34E-05,4.40,2.44E-02,3.27E-07,4.38,2.11E-02,2.13E-07,,,,,
101,4.49898E+13,ic_101C_M6.0_Q2,C,56.0753506,31.94999,15.37926102,14.63903999,14.08057785,6,0.890468486,0.02969532,0.030222893,0.028799248,1.55,1.24E-02,2.88E-04,1.55,1.15E-02,2.73E-07,1.55,1.03E-02,8.57E-02,0.61,1.07E-02,2.43E-04,1.55,1.27E-02,1.21E-06,0.10,9.38E-03,5.21E-01,0.61,1.03E-02,6.89E-04,1.55,1.25E-02,1.71E-06,0.10,9.20E-03,5.87E-01,,,,,
102,4.49898E+13,ic_102C_M0.8_Q2,C,56.07539376,32.18151997,14.87454033,13.03556538,11.81212425,0.75,81.18137893,1.726935196,1.153972435,0.669380951,0.50,6.20E-01,4.17E-07,0.99,4.28E-01,3.15E-06,0.50,2.49E-01,6.13E-05,1.02,3.05E-01,1.16E-02,0.05,2.63E-01,1.32E-02,0.09,1.64E-01,7.41E-04,1.02,3.02E-01,1.29E-03,43.67,2.06E-01,5.26E-02,0.09,1.61E-01,6.56E-04,,,,,
103,4.49898E+13,ic_103C_M4.2_Q2,C,56.0758347,32.16647967,13.30352783,12.48794174,11.92883873,4.25,27.11777471,0.449837875,0.38347435,0.260617828,0.09,1.37E-01,1.20E-03,0.04,1.16E-01,9.27E-03,0.10,8.30E-02,3.17E-03,0.05,1.18E-01,6.75E-02,0.11,1.32E-01,1.50E-02,0.08,7.51E-02,5.36E-02,0.05,1.10E-01,7.74E-02,0.07,1.07E-01,5.73E-02,0.08,7.40E-02,6.91E-02,,,,,
104,4.49898E+13,ic_104C_M4.8_Q2,C,56.07607204,32.12568107,13.7041893,12.98111439,12.54308891,4.75,0.707205579,0.024527931,0.025074768,0.021945953,0.12,6.79E-03,1.38E-02,0.39,8.30E-03,1.42E-03,0.04,7.74E-03,1.01E-03,0.20,5.99E-03,3.61E-02,1.80,6.96E-03,1.23E-02,2.25,8.12E-03,5.28E-04,0.20,5.91E-03,3.66E-02,1.80,6.89E-03,1.40E-02,2.25,8.12E-03,4.73E-04,,,,,
105,4.49898E+13,ic_105A_M7.5_Q0,A,56.07728534,32.28330794,14.91510105,14.38224792,13.87728596,7.5,2.640849219,0.082783318,0.070673943,0.040106773,0.09,2.85E-02,8.42E-03,0.05,2.22E-02,2.24E-03,0.99,1.45E-02,5.99E-05,0.09,3.13E-02,1.52E-03,0.05,2.19E-02,9.14E-02,0.05,1.10E-02,2.36E-02,0.09,3.11E-02,1.28E-03,0.05,1.89E-02,3.20E-01,0.05,9.79E-03,1.00E-01,,,,,
106,4.49898E+13,ic_106A_M2.8_Q-1,A,56.07741171,32.21475026,14.28015804,12.7641201,11.47734547,2.75,51.42033987,0.721159172,0.467402649,0.303191185,0.06,2.88E-01,6.68E-03,0.09,1.62E-01,2.86E-02,0.83,1.03E-01,6.92E-02,0.06,2.84E-01,4.95E-02,0.21,1.77E-01,3.66E-02,0.84,1.25E-01,1.56E-02,0.05,2.89E-01,4.62E-02,5.21,1.63E-01,3.04E-02,0.84,1.25E-01,1.47E-02,,,,,
107,4.49898E+13,ic_107A_M9.0_Q0,A,56.07816096,32.19223675,17.99814606,17.18155289,16.42129326,9,1.557411747,0.204589462,0.221752357,0.161043167,0.45,7.17E-02,8.36E-03,0.09,7.06E-02,2.54E-02,0.21,4.91E-02,1.60E-01,0.45,7.65E-02,3.60E-02,0.46,7.40E-02,1.44E-02,1.06,5.64E-02,2.21E-01,0.14,7.11E-02,1.94E-02,0.46,6.71E-02,5.84E-02,1.06,5.69E-02,1.88E-01,,,,,
108,4.49898E+13,ic_108C_M8.2_Q2,C,56.07854987,32.32579267,16.81719589,16.02887917,15.34835529,8.25,0.350742072,0.061123657,0.052553177,0.046735191,0.05,1.54E-02,6.45E-02,1.27,1.48E-02,3.34E-02,0.05,1.26E-02,4.40E-02,0.13,1.50E-02,2.26E-01,0.06,1.39E-02,2.49E-01,0.13,1.43E-02,5.52E-02,0.04,1.67E-02,1.71E-01,0.24,1.33E-02,3.10E-01,0.13,1.48E-02,1.55E-02,,,,,
109,4.49898E+13,ic_109C_M6.8_Q2,C,56.07924908,32.36824956,14.49375725,13.81004047,13.2527113,6.75,0.96905125,0.023147392,0.020032883,0.02245903,1.79,8.62E-03,3.71E-05,1.79,8.10E-03,1.73E-11,1.79,6.97E-03,1.03E-03,1.79,9.71E-03,6.91E-09,0.64,8.63E-03,5.01E-13,1.79,7.56E-03,5.27E-05,1.79,9.69E-03,7.78E-09,0.64,8.64E-03,2.98E-13,1.79,7.50E-03,3.41E-05,,,,,
110,4.49898E+13,ic_110A_M5.2_Q0,A,56.0792103,32.12659049,14.49718857,13.8191452,13.29985046,5.25,5.76355898,0.095639038,0.095653534,0.089514351,0.50,3.17E-02,3.27E-05,0.50,3.62E-02,4.48E-05,0.50,3.80E-02,3.46E-05,0.50,3.42E-02,6.44E-05,0.50,3.45E-02,1.40E-03,0.50,3.66E-02,4.58E-04,0.12,2.78E-02,2.50E-03,0.08,3.16E-02,1.18E-02,0.25,2.58E-02,9.40E-02,,,,,
111,4.49898E+13,ic_111C_M5.8_Q2,C,56.07990692,32.09996756,14.32486534,13.69189167,13.20690346,5.75,0.431232427,0.017388344,0.022374535,0.018235207,71.43,5.68E-03,1.09E-02,0.50,7.73E-03,2.65E-03,0.33,7.86E-03,2.05E-02,0.22,4.22E-03,2.04E-01,1.23,8.56E-03,9.42E-05,0.49,6.75E-03,2.36E-01,0.07,4.44E-03,2.36E-01,1.23,8.56E-03,9.42E-05,0.49,6.70E-03,2.60E-01,,,,,
112,4.49898E+13,ic_112C_M4.0_Q2,C,56.08060371,31.94858427,15.59367943,13.89181042,12.88225746,4,2.267223157,0.038059044,0.047142982,0.036395931,0.86,1.43E-02,6.99E-07,0.46,1.98E-02,2.04E-14,0.86,1.69E-02,6.65E-16,0.86,1.52E-02,1.98E-07,0.46,1.96E-02,2.89E-14,0.86,1.76E-02,4.62E-16,0.86,1.47E-02,8.14E-07,0.86,2.02E-02,1.55E-14,0.86,1.76E-02,7.01E-16,,,,,
113,4.49898E+13,ic_113C_M4.2_Q2,C,56.08162413,32.04022918,14.74596977,13.76820087,13.18163872,4.25,0.384519415,0.015809059,0.021300125,0.016529846,2.02,5.51E-03,3.89E-06,0.06,6.57E-03,1.33E-03,0.10,5.09E-03,2.30E-03,2.02,5.57E-03,8.23E-04,0.06,6.64E-03,3.29E-03,0.10,4.95E-03,3.06E-02,2.02,5.47E-03,1.29E-03,0.06,6.71E-03,2.45E-03,0.10,4.95E-03,3.30E-02,,,,,
114,4.49898E+13,ic_114C_M5.2_Q2,C,56.08225134,32.35307212,14.23252296,13.49268436,12.97564507,5.25,0.63820521,0.020230198,0.01557827,0.015670967,0.33,5.94E-03,3.06E-02,0.49,6.49E-03,2.66E-07,0.33,6.68E-03,6.71E-05,0.33,6.67E-03,6.79E-04,0.49,6.79E-03,5.26E-06,0.49,7.49E-03,2.29E-07,0.33,6.64E-03,7.55E-04,0.49,6.80E-03,4.52E-06,0.49,7.55E-03,1.21E-07,,,,,
115,4.49898E+13,ic_115A_M3.5_Q0,A,56.083401,32.11265149,13.49820042,12.6552887,12.22144508,3.5,7.538760915,0.080187798,0.095931244,0.088516235,8.67,4.43E-02,1.63E-40,8.67,5.05E-02,1.17E-37,8.67,4.69E-02,4.28E-33,8.68,4.44E-02,9.34E-29,8.69,4.93E-02,2.09E-23,8.70,4.49E-02,2.49E-24,8.68,4.44E-02,9.47E-29,8.68,4.90E-02,3.08E-23,8.69,4.49E-02,2.36E-24,,,,,
116,4.49898E+13,ic_116C_M2.0_Q2,C,56.08405717,32.149033,12.65944195,11.86696243,11.44075584,2,1.389130636,0.033210945,0.030545235,0.033078384,0.13,1.03E-02,1.12E-02,0.06,9.92E-03,1.82E-02,3.70,1.24E-02,1.34E-05,0.12,9.56E-03,5.54E-03,0.05,8.19E-03,1.75E-01,3.71,1.21E-02,6.18E-06,0.12,9.24E-03,5.56E-03,0.05,8.09E-03,1.47E-01,3.72,1.12E-02,8.42E-05,,,,,
117,4.49898E+13,ic_117C_M4.8_Q2,C,56.08448043,32.09548322,14.23067188,13.38698196,12.85056877,4.75,1.151790644,0.024982834,0.029659462,0.023399162,1.77,7.39E-03,2.19E-04,2.28,1.21E-02,6.62E-08,1.77,8.13E-03,1.15E-03,1.77,7.12E-03,4.20E-04,2.28,1.10E-02,3.60E-06,2.28,7.98E-03,2.09E-04,1.77,7.09E-03,4.19E-04,2.28,1.10E-02,3.20E-06,2.28,7.83E-03,3.61E-04,,,,,
118,4.49898E+13,ic_118C_M8.0_Q2,C,56.08812358,32.10462597,15.15860081,14.5070734,13.89223576,8,0.235190124,0.025558281,0.021870422,0.020789146,0.07,7.66E-03,6.15E-02,0.36,6.48E-03,1.39E-02,0.31,7.03E-03,4.73E-03,0.07,8.07E-03,1.58E-01,0.11,7.14E-03,1.11E-02,0.31,7.03E-03,1.43E-02,0.07,7.93E-03,1.64E-01,0.10,6.61E-03,1.14E-02,0.31,7.04E-03,1.26E-02,,,,,
119,4.49898E+13,ic_119C_M4.0_Q2,C,56.08843571,32.02069932,16.18910408,14.2951889,13.08109474,4,0.57010147,0.028478622,0.01841011,0.024251938,0.04,7.63E-03,2.49E-02,2.01,5.93E-03,9.86E-05,2.01,8.90E-03,7.05E-07,0.10,7.92E-03,8.46E-02,2.01,5.80E-03,6.68E-03,2.01,8.95E-03,9.86E-07,0.08,8.85E-03,7.23E-02,0.67,6.20E-03,3.27E-03,2.01,9.09E-03,4.10E-07,,,,,
120,4.49898E+13,ic_120C_M2.5_Q2,C,56.0885688,32.08401441,12.69908619,11.81144905,11.3789978,2.5,3.468082204,0.046138,0.052366257,0.038812637,6.87,2.40E-02,2.66E-22,6.87,2.62E-02,4.95E-22,6.87,1.93E-02,4.75E-16,6.87,2.50E-02,4.00E-18,6.88,2.68E-02,1.72E-21,6.86,2.02E-02,2.35E-16,6.87,2.40E-02,2.41E-16,6.88,2.67E-02,2.75E-21,6.86,2.02E-02,2.66E-16,,,,,
121,4.49898E+13,ic_121C_M2.0_Q2,C,56.08872033,32.19898438,12.60931206,11.73713875,11.36496735,2,1.420755704,0.030339241,0.034951019,0.064326286,0.99,1.00E-02,1.29E-03,0.50,1.03E-02,7.01E-03,0.50,2.82E-02,3.26E-06,0.05,8.92E-03,3.11E-03,0.05,1.06E-02,4.67E-03,0.24,8.58E-03,1.68E-01,0.12,6.93E-03,1.08E-01,0.05,9.54E-03,6.43E-03,0.08,7.04E-03,3.26E-01,,,,,
122,4.49898E+13,ic_122C_M4.8_Q2,C,56.0898286,32.2527187,12.97366905,12.28073788,11.92368221,4.75,5.010388112,0.067190742,0.080554008,0.064969254,8.11,2.88E-02,2.13E-13,8.12,3.60E-02,4.50E-20,8.13,2.90E-02,3.31E-16,8.14,2.60E-02,4.08E-16,0.89,3.49E-02,2.75E-16,0.89,2.80E-02,7.01E-15,8.13,2.49E-02,3.82E-15,8.11,3.13E-02,2.79E-16,8.16,2.63E-02,2.91E-16,,,,,
123,4.49898E+13,ic_123C_M1.5_Q2,C,56.0898186,32.17151643,12.52204895,11.68043041,11.30027008,1.5,3.530381673,0.042314625,0.055947495,0.048990059,1.16,1.88E-02,1.70E-09,7.10,2.24E-02,2.57E-09,1.16,1.70E-02,2.20E-05,7.16,1.98E-02,1.87E-08,7.14,2.15E-02,1.95E-08,1.16,1.44E-02,5.04E-05,7.16,1.97E-02,1.23E-08,7.14,2.14E-02,6.25E-09,1.16,1.36E-02,2.96E-04,,,,,
124,4.49898E+13,ic_124C_M2.8_Q2,C,56.0902669,32.10689677,12.50557899,11.66803169,11.30035877,2.75,4.814948587,0.057120705,0.068816566,0.057095528,8.39,2.55E-02,1.52E-17,8.38,3.36E-02,1.81E-20,8.38,2.77E-02,1.34E-15,8.40,2.41E-02,1.35E-10,8.36,3.17E-02,4.91E-12,8.35,2.70E-02,2.14E-11,8.40,2.34E-02,4.00E-10,8.36,3.17E-02,5.91E-12,8.35,2.70E-02,2.20E-11,,,,,
125,4.49898E+13,ic_125A_M3.5_Q0,A,56.09067662,32.20871036,13.06890488,12.3326683,11.97164059,3.5,1.827174014,0.031334305,0.047262192,0.040440559,0.06,7.49E-03,2.28E-02,0.19,1.02E-02,8.79E-03,0.50,1.02E-02,2.62E-03,0.06,7.40E-03,8.17E-03,0.05,8.80E-03,9.33E-02,0.10,6.87E-03,8.17E-01,0.04,6.58E-03,6.79E-02,0.05,8.52E-03,7.51E-02,0.10,6.25E-03,9.77E-01,,,,,
126,4.49898E+13,ic_126S_M4.8_Q1K,S,56.09111632,32.29093095,13.81513309,13.04709148,12.54467106,4.75,0.271116312,0.018215561,0.01584053,0.014805984,0.06,5.41E-03,7.97E-03,0.05,4.88E-03,9.72E-03,0.07,4.95E-03,8.94E-03,0.07,4.39E-03,1.56E-01,0.06,4.55E-03,1.39E-02,0.07,4.35E-03,4.26E-02,0.07,4.38E-03,1.60E-01,0.06,4.80E-03,1.94E-03,0.07,4.30E-03,5.03E-02,,,,,
127,4.49898E+13,ic_127C_M4.0_Q2,C,56.09132135,32.20321173,12.19987965,11.43777847,11.05833435,4,0.930649302,0.023678207,0.041012383,0.03027916,70.42,8.83E-03,1.09E-02,0.99,1.24E-02,8.51E-03,0.05,9.68E-03,2.85E-02,0.05,7.08E-03,8.54E-02,0.07,1.14E-02,4.22E-02,0.05,8.74E-03,2.79E-02,0.05,6.38E-03,1.92E-01,0.05,1.02E-02,1.77E-01,0.05,8.82E-03,2.19E-02,,,,,
128,4.49898E+13,ic_128A_M1.0_Q0,A,56.09301499,32.20020141,12.44929409,11.60313702,11.18143559,1,6.358875549,0.061795235,0.090487862,0.133105469,99.01,2.40E-02,3.13E-06,99.01,2.94E-02,1.75E-05,0.50,5.81E-02,9.49E-08,0.07,1.47E-02,1.65E-01,0.50,2.16E-02,5.47E-02,0.25,3.52E-02,1.27E-04,0.49,1.50E-02,1.42E-01,0.50,2.18E-02,4.33E-02,0.95,2.78E-02,1.97E-03,,,,,
129,4.49898E+13,ic_129C_M5.0_Q2,C,56.09399613,32.02438239,15.16308689,13.92328358,13.10739326,5,0.131621143,0.018858337,0.011853218,0.015372086,0.25,5.80E-03,1.09E-03,0.13,4.10E-03,3.76E-03,1.05,4.82E-03,2.07E-02,0.10,5.69E-03,6.40E-02,0.05,3.90E-03,1.70E-01,1.05,5.00E-03,5.02E-03,0.10,5.27E-03,1.39E-01,0.05,3.90E-03,1.65E-01,1.04,4.97E-03,6.13E-03,,,,,
130,4.49898E+13,ic_130A_M2.5_Q1JH,A,56.0940652,32.03157452,12.10736084,11.25339413,10.83222294,2.5,1.400428922,0.031676483,0.035680008,0.031970596,48.54,1.39E-02,3.92E-06,46.08,1.51E-02,1.67E-04,47.39,1.23E-02,8.12E-04,52.91,1.34E-02,1.88E-04,46.95,1.38E-02,1.40E-02,0.98,1.35E-02,4.86E-05,1.01,1.14E-02,1.05E-02,0.98,1.34E-02,7.54E-02,0.98,1.34E-02,5.46E-05,,,,,
131,4.49898E+13,ic_131C_M4.8_Q2,C,56.09457631,32.02843123,15.09049797,13.88767242,13.08871937,4.75,1.434621973,0.030517769,0.0343853,0.056866264,0.13,9.36E-03,3.29E-03,0.12,1.14E-02,2.20E-04,0.13,1.59E-02,9.11E-03,0.13,9.44E-03,2.32E-02,0.12,1.28E-02,2.27E-04,0.12,1.98E-02,6.61E-03,0.13,9.52E-03,1.89E-02,0.12,1.23E-02,1.09E-03,0.41,1.71E-02,2.04E-03,,,,,
132,4.49898E+13,ic_132C_M5.5_Q2,C,56.09559093,32.24455411,14.26356792,13.63798237,13.17551708,5.5,0.308066206,0.03995266,0.035257339,0.069968033,0.99,1.22E-02,5.77E-03,0.04,1.11E-02,1.05E-02,0.99,2.44E-02,3.01E-04,0.05,9.16E-03,2.07E-01,0.05,1.06E-02,4.53E-02,0.96,2.51E-02,2.46E-03,0.05,9.21E-03,1.99E-01,0.06,9.78E-03,1.50E-01,0.96,2.52E-02,1.81E-03,,,,,
133,4.49898E+13,ic_133C_M2.2_Q2,C,56.0957365,32.19924073,12.50172615,11.67955017,11.33785725,2.25,2.601748398,0.041472816,0.047576904,0.037800598,5.06,1.73E-02,1.39E-10,5.05,1.90E-02,2.76E-08,1.24,1.46E-02,5.50E-07,5.07,1.63E-02,7.74E-09,5.05,1.81E-02,4.20E-07,5.08,1.40E-02,1.64E-08,5.06,1.47E-02,1.16E-08,5.06,1.70E-02,2.23E-07,5.08,1.41E-02,1.47E-08,,,,,
